reviewerId,placeId,user_rating
1564,39,5
1565,39,5
1566,39,5
1567,40,3
1568,40,5
1569,40,5
1570,40,5
1571,40,5
1572,40,5
1573,40,5
1344,40,3
1574,40,1
1575,40,5
562,40,5
1576,40,4
1577,40,4
77,40,5
1578,40,3
55,40,5
1579,40,5
1580,40,5
1581,40,5
1582,40,5
1583,40,5
1064,40,4
1584,40,5
1585,40,5
1586,40,4
1587,40,4
1588,40,3
1589,40,5
1590,40,5
969,40,5
1591,40,4
1592,40,4
1593,40,5
653,40,5
1594,40,5
518,40,4
106,40,4
166,40,5
1595,40,4
1596,40,5
1597,40,2
1598,40,5
1599,40,4
1600,40,4
1601,40,5
1602,40,5
819,40,5
516,40,5
1603,41,5
1604,41,3
1605,41,5
1606,41,5
1607,41,4
1608,41,5
1609,41,2
1610,41,5
1611,41,5
1612,41,4
1155,41,5
1613,41,3
1614,41,5
1615,41,5
1616,41,3
1617,41,4
1618,41,5
1619,41,4
1620,41,5
1621,41,4
1622,41,5
1623,41,5
1624,41,5
1625,41,4
1626,41,5
1627,41,5
1628,41,5
1629,41,5
1302,41,4
1630,41,5
1631,41,1
1632,41,4
1633,41,5
1634,41,1
1635,41,5
1636,41,5
1637,41,4
1638,41,5
1368,41,3
1639,41,5
1640,41,3
1641,41,5
1642,41,5
1643,41,5
1644,41,5
1645,41,5
1646,41,3
1647,41,3
1176,41,5
1648,41,5
1649,41,4
837,41,5
1650,41,4
1651,41,5
1652,41,5
660,41,5
1653,41,5
1654,41,5
1655,41,5
1656,41,5
1657,41,5
864,41,3
1658,41,5
1659,41,5
1660,41,5
1661,41,5
1662,41,5
1663,41,5
1664,41,4
1665,41,4
1379,41,4
1666,41,1
1667,41,5
1668,41,5
1669,41,4
1670,41,5
1041,41,5
1671,41,1
1672,41,4
1673,41,5
1674,41,5
1675,41,2
1676,41,4
1677,41,5
1678,41,4
1679,41,4
1680,41,5
1681,41,5
1682,41,5
1133,41,5
1683,41,5
1684,41,5
1685,41,5
1686,41,5
1687,41,5
1688,41,5
1689,41,5
1690,41,4
1691,41,1
1692,41,5
1693,41,4
231,41,3
1694,41,4
1695,41,4
1696,41,5
1697,41,4
1698,41,5
1699,41,5
1700,41,5
1701,41,5
1702,41,5
1703,41,5
1704,41,5
1705,41,5
1706,41,5
1707,41,4
1708,41,1
1709,41,4
1710,41,1
1711,41,3
1712,41,3
1713,41,5
1714,41,5
728,41,5
1715,41,4
927,41,4
1716,41,5
1717,41,5
1718,41,4
1719,41,5
1720,41,5
1721,41,5
1722,41,5
1723,41,5
1724,41,5
1725,41,5
1726,41,3
1727,41,5
1728,41,5
1729,41,5
1730,41,5
1731,41,5
1732,41,4
270,41,3
1733,41,5
892,41,5
1734,41,5
1735,41,3
1736,41,5
1737,41,5
1366,41,5
1738,41,4
1739,41,5
1740,41,5
1741,41,5
1742,41,2
1743,41,1
1744,41,5
1745,41,4
1746,41,5
1747,41,5
1748,41,4
1749,41,5
1750,41,5
1751,41,3
1752,41,5
1180,41,4
1753,41,3
1754,41,5
872,41,4
1755,41,4
1756,41,3
443,41,3
1757,41,5
1758,41,5
1759,41,5
1760,41,5
1761,41,5
1762,41,5
1763,41,4
1764,41,5
1765,41,5
1766,41,5
965,41,5
1767,41,5
1768,41,5
1769,41,4
1770,41,5
1771,41,5
1772,41,5
1773,41,5
1774,41,5
889,41,4
153,41,4
1775,41,5
1776,41,4
406,41,5
1777,41,5
1778,41,5
1779,41,5
1780,41,5
1781,41,5
403,41,4
1782,41,4
1783,41,4
1784,41,5
1785,41,5
1786,41,4
1787,41,5
1788,41,4
1789,41,5
1067,41,4
1790,41,5
319,41,4
1791,41,4
1792,41,5
1793,41,5
1794,41,3
1795,41,4
1796,41,4
1797,41,5
1798,41,5
1799,41,5
438,41,2
1800,41,5
1801,41,5
1802,41,5
1803,41,5
1804,41,5
1805,41,5
340,41,5
1806,41,5
1807,41,5
1808,41,4
1809,41,5
315,41,5
1810,41,5
1811,41,5
1812,41,5
358,41,5
1813,41,4
1814,41,5
621,41,5
341,41,5
1815,41,5
1816,41,5
345,41,5
1817,41,5
1818,41,5
1819,41,5
1820,41,4
1821,41,5
1822,41,5
1823,41,4
1824,41,5
1825,41,4
895,41,5
1826,41,5
1827,41,5
1828,41,5
1829,41,5
1830,41,3
585,41,3
1831,41,5
1832,41,5
1833,41,5
1834,41,5
1835,41,5
1836,41,5
1837,41,5
439,41,5
1838,41,4
1839,41,5
1840,41,4
1841,41,5
1842,41,1
1843,41,5
77,41,5
1844,41,5
1845,41,5
1846,41,5
1847,41,2
1848,41,5
365,41,4
1849,41,5
1850,41,5
1851,41,5
1852,41,5
1853,41,5
1854,41,5
1855,41,3
1856,41,5
1857,41,3
1858,41,5
1859,41,4
1860,41,4
1861,41,5
1862,41,3
1863,41,5
1864,41,5
1865,41,3
1866,41,5
1867,41,5
1868,41,5
1869,41,5
1870,41,4
1871,41,5
1872,41,5
1873,41,5
1874,41,5
560,41,3
1875,41,5
1876,41,5
1877,41,5
1878,41,5
1879,41,4
1880,41,4
1881,41,2
1882,41,4
456,41,3
1883,41,4
1884,41,5
1885,41,4
1886,41,5
1887,41,5
1888,41,5
1889,41,5
1890,41,5
1891,41,5
1892,41,5
1893,41,5
1894,41,5
1600,41,4
1895,41,5
1896,41,5
1897,41,4
1898,41,4
568,41,3
1899,41,4
1900,41,5
1901,41,5
1902,41,4
1903,41,5
1904,41,5
1905,41,5
1906,41,4
1907,41,5
1908,41,5
1909,41,5
1910,41,5
1911,41,5
1912,41,4
1913,41,4
1914,41,5
1915,41,5
1916,41,5
1917,41,5
1918,42,5
1919,42,5
1920,42,4
1921,42,5
1922,42,4
1923,42,5
1924,42,3
1925,42,4
1926,42,4
1927,42,5
1928,42,5
1929,42,5
1930,42,4
1931,42,4
1932,42,4
1933,42,3
1934,42,5
1935,42,5
1936,42,3
1937,42,5
1938,42,5
1939,42,5
1940,42,4
1941,42,5
1942,42,4
1943,42,5
1944,42,3
1945,42,4
1946,42,4
1947,42,1
314,42,5
1948,42,5
1949,42,4
1950,42,5
1951,42,4
1952,42,4
1840,42,4
1953,42,5
1954,42,5
