placeId,destination_name,category_name,address,Kecamatan,postal_code,state,place_rating,lat,lng,reviews_count,one Star,two Star,three Star,four Star,five Star,reviewerId,name,text,publishAt,publishedAtDate,user_rating
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,24,Triz Ovj,Tempat yg menarik utk di kunjungi,4 bulan lalu,2021-07-10T16:38:41.306Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,25,Sanny Elvrida Tampubolon,"Akses ke lokasi ini cukup jauh dari jalan lintas Sigura-gura. Hampir setengah perjalanan melewati jalam rusak berbatu karena masuk ke pedesaan. Bagi yang tidak biasa naik motor dengan jalan rusak berbatu, mohon dipikirkan ulang buat berkunjung.
Untuk sampai ke lokasi, kita harus jalan kaki juga dengan jalan liku menurun sekitar 200 meter mungkin. Paling lelah itu waktu mau pulang, MENDAKI guys.
Uang masuk 5k per orang (per 25 Jan 2020 ya), beda uang parkir.
Lokasinya alami, aliran sungai dikelilingi pepohonan dan sawit. Untuk masuk ke goa, kita harus naik rakit atau boat dengan harga 10k per orang. Cukup seruu untuk menghabiskan akhir pekan. Disarankan bawa pakaian ganti ya, karna kemungkinan besar kita akan basah.",setahun lalu,2020-01-29T04:30:41.240Z,4
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,26,Dayat Lubis,Mantap,setahun lalu,2020-01-17T03:20:57.899Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,27,Rini Pratiwi,Berkali kali kesini gaada bosennya😂,2 tahun lalu,2019-07-12T17:08:17.959Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,28,Sofyan Iyan,t4 nya lumayan asri...sport air terjun yg jatuh diantara dinding tebing dikedua sisinya ditambah lagi untuk sampai kelokasi terjunan air menggunakan rakit dari bambu membuat suasana smakin alami banget gitu...hanya saja saran buat pengelola lokasi kiranya  menyediakan t4 sampah karna waktu kesana banyak sekali sampah bawaan pengunjung yg berserakan sehingga mebimbulkan bau tak sedap,2 tahun lalu,2019-10-01T13:24:32.764Z,4
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,29,Muhammad Yasiruddin,Keren,setahun lalu,2020-01-27T13:15:04.123Z,4
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,30,wisata Kabupaten Asahan,dengan rakit mini yang terbuat dari bambu kita bisa lebih eksis dlam bljr menyeimbangkan perjalanan menuju air terjun yang ada di dalam gua,setahun lalu,2020-01-09T08:10:54.388Z,4
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,31,Isti Purwanto,"Rekomendasi untuk menikmati sungai yg masih asri, menikmati plus explore alam itu gak ada bosennya... Micin swag, times to more explore your destiny...",setahun lalu,2020-02-05T18:41:38.757Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,32,Sri Rahayu,"satu kata deh buat gosil... ""keren"". kenapa?? dari sekian banyak wisata alam yang ada di Asahan, ini merupakan air terjun yang indah. tersembunyi di antara 2tebing goa dengan bebatuan alam yang bener² masih alami banget. untuk menuju spot foto dan melihat langsung air terjunnya kita bisa naik jasa rakit bambu atau boat yang disediakan oleh pihak pengelola lengkap dengan sewa pelampung dan waterproof hape. so sambil menikmati indahnya goa itu kita juga bisa mengabadikan momen per momen. bagi yang belum pernah berkunjung... kuyyyy ke gosil🤗",2 tahun lalu,2019-08-26T13:41:24.266Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,33,Kreatif Asahan,"Tempatnya si cukup bagus, lingkungan nya cukup bersih. Ehhh sampek"" udh dua kali ngunjingi ke sini.😊

Dan jngan lupa kunjingi chanel youtube Sengok Sendiri.",2 tahun lalu,2019-11-26T01:48:36.225Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,34,Saluran Tiga Enam : 36 Channel (ABSURD),Tempatnya sejuk dan asri,4 bulan lalu,2021-07-16T16:18:14.679Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,35,muhamad noor,"Wisata Murah meriah aman untuk keluarga, penjaganya ramah.. Pemerintah setempat kurang memperhatikan..",setahun lalu,2020-07-06T07:03:14.474Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,36,ALfarizi Pratama,Kapan 2 mau kemari,setahun lalu,2020-06-20T20:01:16.577Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,37,Ade Kusuma,Gan bayar rakit untuk menelusuri ke goa nya berapaan gan?,setahun lalu,2020-08-02T04:38:31.455Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,38,PRAKARYA SMA NEGERI 1 AEK SONGSONGAN,Tempat penuh petualangan,5 bulan lalu,2021-06-19T09:21:50.652Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,39,Dohar Sarumpait,Luar biasa,setahun lalu,2020-09-28T08:29:16.358Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,40,Kede Sapi,Asri dan alami,setahun lalu,2020-03-13T06:24:09.393Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,41,Hakiki_ Project,seru bangets,setahun lalu,2020-06-04T15:35:35.939Z,4
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,42,Gunawan Shn,Keren,2 tahun lalu,2019-09-01T08:08:43.802Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,43,Iqbal Lubis,Wisata air dan alam,setahun lalu,2019-12-14T02:46:20.050Z,4
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,44,Ndraa Sikalitt,Sangat sangat bagus.,2 tahun lalu,2019-07-13T02:55:24.131Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,45,Satria Mustakim,"Lokasi masih alam banget,perjalan yang memuaskan",setahun lalu,2019-12-25T13:58:17.497Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,46,Zulkifli Siagian,Eksotis,setahun lalu,2020-08-21T08:29:11.654Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,47,Fahrizal Adha Lubis,Jalan nya hajab ampun ah,2 tahun lalu,2019-08-11T12:12:07.828Z,3
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,48,Arie Imin,Bagus,setahun lalu,2020-07-08T11:21:48.076Z,4
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,49,alfath chanel,Mantul,setahun lalu,2020-06-14T14:43:27.614Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,50,safri zal,Lumayan...,2 tahun lalu,2019-09-19T12:41:08.393Z,4
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,51,DIKY WANDA SIREGAR,Wisata keren,setahun lalu,2020-02-14T08:09:38.334Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,52,Rickandya Siahaan,👍👍👍👍,2 tahun lalu,2019-07-13T11:27:41.557Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,53,R Lubis,"(Diterjemahkan oleh Google) Mantaaaapp eeyyy

(Asli)
Mantaaaapp eeyyy",2 tahun lalu,2019-11-23T06:29:59.924Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,54,muhammad riszky,"(Diterjemahkan oleh Google) Eeee / alz

(Asli)
Eeee/alz",setahun lalu,2020-03-17T05:48:12.099Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,55,Primayanka Balqis Wandira,"(Diterjemahkan oleh Google) Simpan celengan

(Asli)
Save sigalapang",setahun lalu,2020-02-29T11:49:41.271Z,4
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,56,Putra Metro,,setahun lalu,2020-08-29T17:52:41.943Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,57,Gugun Arguna,,setahun lalu,2020-01-08T11:28:14.890Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,58,Tommy Widyarto,,setahun lalu,2020-02-23T15:02:50.137Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,59,Melisa Sasa,,8 bulan lalu,2021-03-30T15:48:27.654Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,60,Mestro Cellyonie,,2 tahun lalu,2019-08-17T09:52:53.232Z,5
4,wisata alam Goa Sigalapang,wisata alam,"Asahan, Labura, Jl. Lintas Sumatera, Meranti Tim., Pintu Pohan Merant, Kabupaten Toba Samosir, Sumatera Utara 21274, Indonesia",Pintu Pohan Meranti,21274,,4.6,25.560.573,994.571.404,,,,,,,61,Linda Oppo,,6 bulan lalu,2021-05-26T15:57:13.291Z,4
